,ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
3559,3560,4,3,MUY BUENO,18411,11-04-2021
3560,3561,2,3,ACEPTABLE,5654006,20-09-2023
3561,3562,1,1,DEFICIENTE,5213831,25-02-2023
3562,3563,4,3,MUY BUENO,7165658,06-04-2022
3563,3564,5,5,EXCELENTE,18601,19-04-2023
3564,3565,5,5,EXCELENTE,17299,27-08-2023
3565,3566,2,2,ACEPTABLE,17170,10-07-2023
3566,3567,5,5,EXCELENTE,17387,20-11-2021
3567,3568,5,5,EXCELENTE,17963,23-10-2021
3568,3569,5,4,EXCELENTE,18043,12-01-2021
3569,3570,1,2,REGULAR,17327,24-07-2022
3570,3571,5,4,EXCELENTE,52230,11-05-2021
3571,3572,3,4,MUY BUENO,17358,11-04-2023
3572,3573,2,2,ACEPTABLE,17846,17-05-2023
3573,3574,3,3,MUY BUENO,17300,03-09-2022
3574,3575,1,1,DEFICIENTE,18131,31-08-2021
3575,3576,1,1,DEFICIENTE,3530623,16-07-2021
3576,3577,1,1,DEFICIENTE,17720,30-03-2021
3577,3578,5,5,EXCELENTE,16718,28-01-2023
3578,3579,5,4,EXCELENTE,17803,04-03-2021
3579,3580,4,5,EXCELENTE,52175,11-04-2023
3580,3581,5,5,EXCELENTE,52061,14-11-2022
3581,3582,3,4,MUY BUENO,18509,16-11-2021
3582,3583,1,1,DEFICIENTE,17432,24-08-2022
3583,3584,1,1,DEFICIENTE,3569222,16-04-2021
3584,3585,3,4,MUY BUENO,52189,06-04-2023
3585,3586,5,5,EXCELENTE,17609,19-11-2022
3586,3587,1,2,REGULAR,18562,19-11-2022
3587,3588,4,5,EXCELENTE,16815,24-11-2021
3588,3589,3,2,ACEPTABLE,52149,16-09-2023
3589,3590,4,3,MUY BUENO,16990,19-05-2023
3590,3591,5,5,EXCELENTE,451521,18-03-2023
3591,3592,5,4,EXCELENTE,52085,01-03-2023
3592,3593,1,1,DEFICIENTE,7107707,10-11-2022
3593,3594,2,2,ACEPTABLE,6819618,19-07-2021
3594,3595,3,2,ACEPTABLE,18380,30-06-2021
3595,3596,1,1,DEFICIENTE,18515,19-02-2021
3596,3597,1,1,DEFICIENTE,5197210,31-01-2021
3597,3598,2,3,ACEPTABLE,52107,10-09-2023
3598,3599,5,4,EXCELENTE,18069,15-04-2021
3599,3600,3,2,ACEPTABLE,52147,23-12-2023
3600,3601,4,4,EXCELENTE,18235,04-01-2022
3601,3602,1,2,REGULAR,9295425,07-06-2021
3602,3603,2,2,ACEPTABLE,18080,16-01-2023
3603,3604,2,2,ACEPTABLE,18181,13-07-2021
3604,3605,4,5,EXCELENTE,18268,11-12-2021
3605,3606,1,1,DEFICIENTE,17946,24-12-2023
3606,3607,2,2,ACEPTABLE,16983,06-02-2022
3607,3608,1,2,REGULAR,17129,08-06-2022
3608,3609,1,2,REGULAR,17755,04-05-2021
3609,3610,5,4,EXCELENTE,17021,12-07-2022
3610,3611,3,4,MUY BUENO,52197,14-08-2021
3611,3612,3,4,MUY BUENO,4737941,01-09-2022
3612,3613,4,3,MUY BUENO,5237113,02-03-2021
3613,3614,4,5,EXCELENTE,17681,09-01-2023
3614,3615,5,5,EXCELENTE,5219515,02-05-2023
3615,3616,4,5,EXCELENTE,18203,19-09-2023
3616,3617,4,3,MUY BUENO,4989404,24-03-2022
3617,3618,5,4,EXCELENTE,18591,23-12-2021
3618,3619,5,5,EXCELENTE,18434,21-03-2021
3619,3620,4,3,MUY BUENO,4986142,04-05-2022
3620,3621,2,1,REGULAR,18312,09-12-2022
3621,3622,1,1,DEFICIENTE,18212,11-01-2022
3622,3623,1,1,DEFICIENTE,17873,16-10-2021
3623,3624,1,2,REGULAR,18430,20-04-2021
3624,3625,2,2,ACEPTABLE,7613890,28-08-2022
3625,3626,2,2,ACEPTABLE,5653971,17-06-2021
3626,3627,4,3,MUY BUENO,5237137,07-05-2022
3627,3628,3,3,MUY BUENO,18377,08-04-2022
3628,3629,3,4,MUY BUENO,9046350,09-10-2023
3629,3630,4,5,EXCELENTE,16892,11-03-2022
3630,3631,3,3,MUY BUENO,17883,01-06-2023
3631,3632,5,4,EXCELENTE,18298,17-12-2021
3632,3633,2,3,ACEPTABLE,17555,02-06-2023
3633,3634,2,3,ACEPTABLE,5211511,07-04-2022
3634,3635,1,1,DEFICIENTE,5654051,07-10-2023
3635,3636,2,3,ACEPTABLE,16834,03-12-2022
3636,3637,5,5,EXCELENTE,52038,26-04-2021
3637,3638,1,1,DEFICIENTE,17919,01-08-2022
3638,3639,5,5,EXCELENTE,17116,12-10-2023
3639,3640,1,2,REGULAR,5195676,08-06-2022
3640,3641,4,3,MUY BUENO,17282,27-10-2021
3641,3642,5,4,EXCELENTE,18536,13-04-2023
3642,3643,5,4,EXCELENTE,18463,11-04-2021
3643,3644,2,3,ACEPTABLE,17211,15-03-2021
3644,3645,4,3,MUY BUENO,17927,26-08-2022
3645,3646,1,1,DEFICIENTE,17414,17-04-2023
3646,3647,3,4,MUY BUENO,16981,02-07-2022
3647,3648,5,5,EXCELENTE,17936,02-12-2022
3648,3649,1,1,DEFICIENTE,17835,29-07-2022
3649,3650,2,2,ACEPTABLE,7021749,09-09-2022
3650,3651,4,4,EXCELENTE,18498,03-11-2021
3651,3652,2,2,ACEPTABLE,18102,29-06-2022
3652,3653,3,2,ACEPTABLE,7764194,11-08-2023
3653,3654,1,1,DEFICIENTE,7761231,02-12-2023
3654,3655,5,4,EXCELENTE,17144,04-07-2021
3655,3656,5,5,EXCELENTE,16937,23-06-2022
3656,3657,1,1,DEFICIENTE,17418,19-08-2022
3657,3658,5,4,EXCELENTE,7140941,22-09-2021
3658,3659,3,3,MUY BUENO,18433,25-01-2022
3659,3660,2,2,ACEPTABLE,17931,01-12-2021
3660,3661,2,3,ACEPTABLE,8914010,22-11-2023
3661,3662,4,5,EXCELENTE,16934,24-11-2023
3662,3663,3,2,ACEPTABLE,5246189,26-06-2022
3663,3664,3,4,MUY BUENO,5654037,14-10-2021
3664,3665,4,5,EXCELENTE,18553,02-10-2021
3665,3666,2,2,ACEPTABLE,17415,24-03-2023
3666,3667,1,1,DEFICIENTE,17969,02-01-2023
3667,3668,2,3,ACEPTABLE,16762,15-11-2021
3668,3669,2,3,ACEPTABLE,17781,08-06-2021
3669,3670,1,1,DEFICIENTE,8907322,14-03-2023
3670,3671,2,1,REGULAR,7841427,03-05-2021
3671,3672,4,3,MUY BUENO,52216,05-07-2023
3672,3673,1,2,REGULAR,16919,16-11-2021
3673,3674,5,4,EXCELENTE,6819620,05-09-2021
3674,3675,5,5,EXCELENTE,17420,04-05-2022
3675,3676,1,2,REGULAR,16752,31-05-2022
3676,3677,5,5,EXCELENTE,52198,26-03-2021
3677,3678,2,3,ACEPTABLE,16921,04-02-2023
3678,3679,4,3,MUY BUENO,18576,03-06-2021
3679,3680,5,4,EXCELENTE,18397,30-05-2023
3680,3681,3,4,MUY BUENO,18487,07-02-2021
3681,3682,3,2,ACEPTABLE,17344,24-07-2022
3682,3683,1,1,DEFICIENTE,16676,08-11-2021
3683,3684,2,1,REGULAR,451542,11-08-2022
3684,3685,2,2,ACEPTABLE,17802,23-04-2021
3685,3686,5,4,EXCELENTE,17195,14-03-2022
3686,3687,5,5,EXCELENTE,17342,19-11-2023
3687,3688,4,5,EXCELENTE,18400,07-09-2023
3688,3689,4,3,MUY BUENO,18605,18-01-2023
3689,3690,1,1,DEFICIENTE,18397,08-07-2021
3690,3691,5,5,EXCELENTE,18216,27-12-2021
3691,3692,1,1,DEFICIENTE,17585,03-09-2021
3692,3693,4,3,MUY BUENO,18300,10-03-2023
3693,3694,4,4,EXCELENTE,17839,12-12-2023
3694,3695,3,2,ACEPTABLE,16720,06-07-2023
3695,3696,5,5,EXCELENTE,16906,20-10-2023
3696,3697,5,4,EXCELENTE,18382,26-06-2022
3697,3698,3,4,MUY BUENO,18087,11-09-2023
3698,3699,3,2,ACEPTABLE,52041,07-10-2023
3699,3700,4,3,MUY BUENO,5241188,16-04-2021
3700,3701,3,4,MUY BUENO,18217,10-10-2022
3701,3702,2,2,ACEPTABLE,9046351,13-06-2021
3702,3703,2,2,ACEPTABLE,52154,28-06-2021
3703,3704,3,4,MUY BUENO,17009,21-04-2023
3704,3705,3,4,MUY BUENO,7168609,05-05-2022
3705,3706,5,4,EXCELENTE,17204,10-04-2023
3706,3707,4,5,EXCELENTE,17026,18-05-2022
3707,3708,4,4,EXCELENTE,18369,01-09-2021
3708,3709,4,3,MUY BUENO,17330,05-11-2023
3709,3710,5,4,EXCELENTE,52055,18-12-2022
3710,3711,2,1,REGULAR,18192,10-09-2022
3711,3712,1,1,DEFICIENTE,18357,01-06-2021
3712,3713,3,3,MUY BUENO,4749899,16-08-2023
3713,3714,3,2,ACEPTABLE,8776080,22-03-2022
3714,3715,1,1,DEFICIENTE,3568169,28-07-2021
3715,3716,3,4,MUY BUENO,17505,10-07-2022
3716,3717,1,1,DEFICIENTE,5208757,01-01-2022
3717,3718,4,3,MUY BUENO,3573050,14-09-2021
3718,3719,5,5,EXCELENTE,52197,01-02-2021
3719,3720,4,4,EXCELENTE,5201907,08-06-2023
3720,3721,1,1,DEFICIENTE,17817,13-07-2021
3721,3722,5,5,EXCELENTE,16850,09-06-2023
3722,3723,4,5,EXCELENTE,16896,11-03-2023
3723,3724,2,3,ACEPTABLE,7840405,09-03-2023
3724,3725,4,3,MUY BUENO,17800,07-06-2022
3725,3726,4,3,MUY BUENO,7126494,13-06-2023
3726,3727,4,4,EXCELENTE,4749887,03-09-2023
3727,3728,2,3,ACEPTABLE,18118,24-12-2021
3728,3729,2,2,ACEPTABLE,7928105,04-04-2022
3729,3730,2,2,ACEPTABLE,5237127,18-11-2023
3730,3731,1,1,DEFICIENTE,17299,26-03-2022
3731,3732,3,2,ACEPTABLE,18106,19-07-2022
3732,3733,4,5,EXCELENTE,17733,12-08-2022
3733,3734,2,3,ACEPTABLE,18210,07-09-2022
3734,3735,5,4,EXCELENTE,18040,13-05-2023
3735,3736,4,4,EXCELENTE,461179,28-06-2023
3736,3737,4,4,EXCELENTE,18205,28-11-2021
3737,3738,2,3,ACEPTABLE,18517,06-01-2021
3738,3739,2,3,ACEPTABLE,17741,20-06-2021
3739,3740,2,1,REGULAR,5240281,26-01-2023
3740,3741,4,5,EXCELENTE,18132,09-02-2023
3741,3742,5,5,EXCELENTE,16931,25-12-2022
3742,3743,4,4,EXCELENTE,7887312,23-09-2022
3743,3744,4,5,EXCELENTE,5218554,30-11-2023
3744,3745,4,3,MUY BUENO,18229,09-07-2022
3745,3746,4,3,MUY BUENO,17512,18-08-2021
3746,3747,4,3,MUY BUENO,17835,12-08-2022
3747,3748,2,1,REGULAR,17200,02-06-2021
3748,3749,4,5,EXCELENTE,17631,20-10-2023
3749,3750,4,3,MUY BUENO,17681,21-03-2023
3750,3751,5,5,EXCELENTE,17398,22-09-2022
3751,3752,2,3,ACEPTABLE,17336,10-04-2022
3752,3753,3,3,MUY BUENO,18492,29-10-2023
3753,3754,1,1,DEFICIENTE,16924,07-10-2022
3754,3755,2,3,ACEPTABLE,17157,18-02-2022
3755,3756,3,2,ACEPTABLE,16749,16-09-2021
3756,3757,2,1,REGULAR,5237120,21-08-2022
3757,3758,2,2,ACEPTABLE,17551,27-10-2022
3758,3759,4,5,EXCELENTE,16858,29-04-2021
3759,3760,1,1,DEFICIENTE,16956,17-07-2022
3760,3761,2,2,ACEPTABLE,17585,02-11-2023
3761,3762,3,3,MUY BUENO,18201,07-11-2021
3762,3763,5,4,EXCELENTE,17883,17-09-2023
3763,3764,2,1,REGULAR,17356,05-01-2021
3764,3765,4,4,EXCELENTE,18215,02-01-2022
3765,3766,4,3,MUY BUENO,52094,25-12-2023
3766,3767,1,1,DEFICIENTE,9261936,25-07-2023
3767,3768,1,1,DEFICIENTE,7129053,07-08-2022
3768,3769,1,1,DEFICIENTE,17872,25-05-2022
3769,3770,5,5,EXCELENTE,17489,29-07-2021
3770,3771,3,4,MUY BUENO,16766,21-11-2021
3771,3772,5,4,EXCELENTE,17937,05-09-2021
3772,3773,2,1,REGULAR,17731,16-11-2022
3773,3774,2,3,ACEPTABLE,5213820,25-06-2022
3774,3775,3,4,MUY BUENO,16671,10-09-2022
3775,3776,5,4,EXCELENTE,17529,12-01-2022
3776,3777,5,5,EXCELENTE,17880,25-02-2022
3777,3778,5,5,EXCELENTE,18059,18-08-2022
3778,3779,1,1,DEFICIENTE,17353,25-03-2021
3779,3780,3,4,MUY BUENO,17996,04-05-2023
3780,3781,3,3,MUY BUENO,18340,14-01-2023
3781,3782,3,4,MUY BUENO,18083,19-01-2022
3782,3783,1,1,DEFICIENTE,52095,02-05-2022
3783,3784,3,4,MUY BUENO,3991326,07-01-2021
3784,3785,2,2,ACEPTABLE,18467,07-06-2021
3785,3786,1,1,DEFICIENTE,17106,03-02-2021
3786,3787,2,3,ACEPTABLE,17130,07-08-2021
3787,3788,5,5,EXCELENTE,7928425,05-08-2022
3788,3789,4,4,EXCELENTE,17770,07-05-2021
3789,3790,3,2,ACEPTABLE,5237137,05-08-2023
3790,3791,4,5,EXCELENTE,16730,18-07-2022
3791,3792,3,4,MUY BUENO,18442,26-09-2022
3792,3793,4,4,EXCELENTE,18044,04-11-2023
3793,3794,4,3,MUY BUENO,17725,13-01-2021
3794,3795,5,4,EXCELENTE,16767,07-08-2023
3795,3796,4,3,MUY BUENO,7838818,28-03-2023
3796,3797,1,1,DEFICIENTE,18246,22-07-2023
3797,3798,2,3,ACEPTABLE,17038,12-12-2023
3798,3799,2,3,ACEPTABLE,18064,09-07-2021
3799,3800,5,4,EXCELENTE,17319,28-10-2021
3800,3801,3,4,MUY BUENO,18330,30-05-2021
3801,3802,2,1,REGULAR,16954,29-08-2023
3802,3803,3,4,MUY BUENO,4730835,27-07-2021
3803,3804,3,4,MUY BUENO,18008,10-10-2021
3804,3805,2,3,ACEPTABLE,17779,20-10-2021
3805,3806,4,3,MUY BUENO,7602249,04-06-2022
3806,3807,2,3,ACEPTABLE,3573057,24-02-2022
3807,3808,5,5,EXCELENTE,18484,20-07-2023
3808,3809,3,4,MUY BUENO,3569210,12-12-2021
3809,3810,1,1,DEFICIENTE,17389,28-02-2022
3810,3811,4,3,MUY BUENO,18616,03-09-2023
3811,3812,3,3,MUY BUENO,3962084,13-02-2023
3812,3813,2,2,ACEPTABLE,17260,15-07-2022
3813,3814,3,2,ACEPTABLE,5071591,10-08-2022
3814,3815,3,3,MUY BUENO,17652,26-04-2022
3815,3816,2,3,ACEPTABLE,52162,27-09-2022
3816,3817,3,3,MUY BUENO,5237122,04-12-2022
3817,3818,4,5,EXCELENTE,18262,27-02-2022
3818,3819,4,4,EXCELENTE,16859,23-05-2023
3819,3820,3,2,ACEPTABLE,7126494,06-03-2022
3820,3821,2,2,ACEPTABLE,17356,07-05-2022
3821,3822,3,2,ACEPTABLE,17841,14-02-2021
3822,3823,4,4,EXCELENTE,18506,23-09-2021
3823,3824,5,5,EXCELENTE,17399,04-10-2023
3824,3825,2,1,REGULAR,16751,04-06-2022
3825,3826,4,4,EXCELENTE,17764,08-12-2022
3826,3827,3,3,MUY BUENO,17730,10-04-2022
3827,3828,5,5,EXCELENTE,17747,09-11-2022
3828,3829,4,3,MUY BUENO,17148,24-05-2021
3829,3830,1,1,DEFICIENTE,18254,24-10-2023
3830,3831,1,1,DEFICIENTE,18140,29-08-2022
3831,3832,4,4,EXCELENTE,18035,19-10-2023
3832,3833,4,3,MUY BUENO,16867,15-09-2021
3833,3834,5,5,EXCELENTE,18348,24-08-2023
3834,3835,4,4,EXCELENTE,9046339,23-08-2022
3835,3836,4,5,EXCELENTE,18405,26-10-2021
3836,3837,5,4,EXCELENTE,5241174,27-11-2022
3837,3838,4,5,EXCELENTE,7902706,21-06-2021
3838,3839,3,3,MUY BUENO,18061,06-01-2022
3839,3840,5,4,EXCELENTE,17388,30-06-2021
3840,3841,1,1,DEFICIENTE,5240275,24-09-2021
3841,3842,4,5,EXCELENTE,52103,09-10-2021
3842,3843,4,4,EXCELENTE,16698,26-08-2023
3843,3844,2,1,REGULAR,17493,29-06-2022
3844,3845,2,1,REGULAR,18334,01-04-2023
3845,3846,4,3,MUY BUENO,7908163,20-09-2022
3846,3847,3,2,ACEPTABLE,16830,15-02-2021
3847,3848,1,1,DEFICIENTE,18046,05-02-2021
3848,3849,1,1,DEFICIENTE,52170,15-01-2023
3849,3850,1,2,REGULAR,52047,06-02-2022
3850,3851,3,3,MUY BUENO,7928031,11-02-2023
3851,3852,5,5,EXCELENTE,17859,22-09-2021
3852,3853,2,2,ACEPTABLE,7403980,11-08-2023
3853,3854,5,5,EXCELENTE,3962563,26-01-2022
3854,3855,3,2,ACEPTABLE,7125612,20-12-2021
3855,3856,3,3,MUY BUENO,52197,07-09-2023
3856,3857,1,1,DEFICIENTE,52061,06-01-2023
3857,3858,1,2,REGULAR,17815,12-11-2023
3858,3859,3,3,MUY BUENO,17087,12-01-2022
3859,3860,3,4,MUY BUENO,5237114,05-10-2023
3860,3861,5,5,EXCELENTE,18302,19-09-2021
3861,3862,2,3,ACEPTABLE,5237124,03-09-2023
3862,3863,1,1,DEFICIENTE,18590,25-08-2023
3863,3864,2,1,REGULAR,17125,04-12-2023
3864,3865,3,3,MUY BUENO,17513,28-11-2022
3865,3866,4,4,EXCELENTE,17459,29-06-2021
3866,3867,2,2,ACEPTABLE,17337,29-10-2022
3867,3868,4,5,EXCELENTE,18598,01-07-2022
3868,3869,4,5,EXCELENTE,52115,07-03-2022
3869,3870,3,3,MUY BUENO,18471,23-03-2021
3870,3871,3,3,MUY BUENO,18295,17-07-2021
3871,3872,3,3,MUY BUENO,16695,01-05-2021
3872,3873,1,1,DEFICIENTE,18104,05-10-2022
3873,3874,2,3,ACEPTABLE,17002,08-11-2023
3874,3875,5,5,EXCELENTE,9046351,31-01-2022
3875,3876,1,1,DEFICIENTE,17955,11-10-2021
3876,3877,5,5,EXCELENTE,18496,28-09-2022
3877,3878,2,2,ACEPTABLE,17995,28-10-2022
3878,3879,5,4,EXCELENTE,17428,13-04-2023
3879,3880,5,4,EXCELENTE,17430,03-06-2021
3880,3881,3,2,ACEPTABLE,17026,29-12-2021
3881,3882,3,3,MUY BUENO,52218,19-12-2021
3882,3883,3,2,ACEPTABLE,5237118,28-02-2023
3883,3884,2,3,ACEPTABLE,8914014,03-01-2021
3884,3885,5,5,EXCELENTE,18362,12-02-2022
3885,3886,2,1,REGULAR,3573058,20-05-2021
3886,3887,3,2,ACEPTABLE,18442,04-09-2022
3887,3888,3,4,MUY BUENO,7356671,07-09-2023
3888,3889,2,3,ACEPTABLE,18154,19-12-2021
3889,3890,3,3,MUY BUENO,17047,23-09-2021
3890,3891,4,5,EXCELENTE,18614,16-06-2021
3891,3892,3,2,ACEPTABLE,17583,19-01-2022
3892,3893,2,1,REGULAR,16713,22-03-2023
3893,3894,4,3,MUY BUENO,17924,30-07-2021
3894,3895,5,4,EXCELENTE,17078,09-10-2022
3895,3896,5,4,EXCELENTE,17198,18-04-2021
3896,3897,4,4,EXCELENTE,5240105,30-05-2022
3897,3898,5,5,EXCELENTE,18107,21-06-2023
3898,3899,2,3,ACEPTABLE,18417,30-03-2021
3899,3900,4,5,EXCELENTE,17093,11-12-2023
3900,3901,3,4,MUY BUENO,16846,08-04-2023
3901,3902,2,3,ACEPTABLE,18505,21-07-2021
3902,3903,5,4,EXCELENTE,5653727,22-09-2022
3903,3904,5,5,EXCELENTE,17901,22-02-2023
3904,3905,1,1,DEFICIENTE,17983,12-10-2023
3905,3906,2,3,ACEPTABLE,18569,14-04-2021
3906,3907,2,3,ACEPTABLE,7245849,10-01-2021
3907,3908,1,2,REGULAR,16958,21-09-2023
3908,3909,4,4,EXCELENTE,17373,20-08-2022
3909,3910,3,3,MUY BUENO,18560,27-03-2021
3910,3911,3,3,MUY BUENO,17344,19-08-2021
3911,3912,4,5,EXCELENTE,3573005,14-11-2023
3912,3913,5,5,EXCELENTE,17114,12-10-2022
3913,3914,1,1,DEFICIENTE,18398,02-08-2021
3914,3915,4,3,MUY BUENO,3573332,29-11-2022
3915,3916,2,1,REGULAR,8786012,18-05-2023
3916,3917,4,3,MUY BUENO,18122,20-01-2021
3917,3918,5,5,EXCELENTE,17974,20-03-2023
3918,3919,4,5,EXCELENTE,17610,04-05-2022
3919,3920,2,2,ACEPTABLE,17903,04-03-2023
3920,3921,3,3,MUY BUENO,17539,18-06-2022
3921,3922,2,3,ACEPTABLE,16966,17-07-2023
3922,3923,5,5,EXCELENTE,17391,11-01-2021
3923,3924,4,4,EXCELENTE,8799532,04-01-2023
3924,3925,1,1,DEFICIENTE,18414,16-07-2023
3925,3926,5,4,EXCELENTE,17163,25-12-2021
3926,3927,2,3,ACEPTABLE,17423,22-08-2023
3927,3928,3,4,MUY BUENO,52182,09-01-2023
3928,3929,1,1,DEFICIENTE,9181989,30-04-2023
3929,3930,5,5,EXCELENTE,17460,10-02-2023
3930,3931,4,5,EXCELENTE,5653905,17-06-2023
3931,3932,3,2,ACEPTABLE,17081,25-07-2021
3932,3933,3,4,MUY BUENO,18170,08-11-2022
3933,3934,3,4,MUY BUENO,52078,22-12-2023
3934,3935,5,4,EXCELENTE,52144,28-04-2022
3935,3936,1,2,REGULAR,3531281,27-02-2023
3936,3937,1,2,REGULAR,52206,19-09-2023
3937,3938,4,3,MUY BUENO,18138,09-05-2021
3938,3939,1,1,DEFICIENTE,7889423,23-11-2021
3939,3940,3,4,MUY BUENO,17542,27-10-2021
3940,3941,3,2,ACEPTABLE,3573051,20-05-2021
3941,3942,2,1,REGULAR,17695,12-04-2023
3942,3943,5,4,EXCELENTE,7933003,27-07-2023
3943,3944,1,1,DEFICIENTE,17316,06-01-2022
3944,3945,1,1,DEFICIENTE,5211393,06-02-2023
3945,3946,1,2,REGULAR,18051,01-02-2023
3946,3947,4,5,EXCELENTE,18444,01-10-2023
3947,3948,4,4,EXCELENTE,17213,20-06-2022
3948,3949,4,4,EXCELENTE,17543,27-06-2023
3949,3950,3,4,MUY BUENO,17694,03-01-2023
3950,3951,3,4,MUY BUENO,17617,20-02-2023
3951,3952,5,5,EXCELENTE,16988,04-05-2023
3952,3953,5,5,EXCELENTE,16825,08-11-2023
3953,3954,2,1,REGULAR,9403201,24-12-2023
3954,3955,3,3,MUY BUENO,5240110,07-01-2021
3955,3956,5,4,EXCELENTE,17705,04-10-2021
3956,3957,1,2,REGULAR,17769,05-03-2023
3957,3958,2,2,ACEPTABLE,18173,22-02-2023
3958,3959,4,3,MUY BUENO,17526,16-05-2022
3959,3960,5,5,EXCELENTE,5240277,24-08-2023
3960,3961,1,1,DEFICIENTE,52169,24-06-2023
3961,3962,3,4,MUY BUENO,17396,10-02-2021
3962,3963,1,2,REGULAR,17650,23-03-2023
3963,3964,1,1,DEFICIENTE,52051,02-07-2022
3964,3965,3,4,MUY BUENO,5654059,13-02-2023
3965,3966,1,1,DEFICIENTE,52066,06-05-2023
3966,3967,1,1,DEFICIENTE,17327,18-03-2023
3967,3968,1,1,DEFICIENTE,18050,26-02-2022
3968,3969,3,3,MUY BUENO,18037,17-12-2022
3969,3970,2,1,REGULAR,17565,01-02-2022
3970,3971,4,5,EXCELENTE,17154,10-03-2023
3971,3972,2,1,REGULAR,17693,24-11-2022
3972,3973,2,3,ACEPTABLE,18367,16-11-2023
3973,3974,4,5,EXCELENTE,17614,07-06-2022
3974,3975,4,4,EXCELENTE,18444,21-12-2022
3975,3976,5,5,EXCELENTE,17868,06-01-2021
3976,3977,2,3,ACEPTABLE,8786012,21-07-2022
3977,3978,1,1,DEFICIENTE,52089,21-10-2022
3978,3979,3,3,MUY BUENO,17602,08-08-2023
3979,3980,5,5,EXCELENTE,17994,25-10-2023
3980,3981,4,5,EXCELENTE,52123,02-05-2023
3981,3982,5,4,EXCELENTE,7280401,16-05-2022
3982,3983,3,4,MUY BUENO,18211,16-07-2023
3983,3984,3,2,ACEPTABLE,4704499,29-11-2023
3984,3985,2,1,REGULAR,17294,12-12-2021
3985,3986,3,2,ACEPTABLE,17397,30-07-2021
3986,3987,3,4,MUY BUENO,5653960,17-07-2021
3987,3988,4,3,MUY BUENO,18212,06-12-2021
3988,3989,1,2,REGULAR,17558,16-10-2022
3989,3990,3,4,MUY BUENO,18304,13-09-2021
3990,3991,2,3,ACEPTABLE,17530,30-12-2023
3991,3992,5,4,EXCELENTE,5166868,03-10-2023
3992,3993,4,4,EXCELENTE,17601,15-05-2023
3993,3994,3,2,ACEPTABLE,17041,15-02-2021
3994,3995,1,1,DEFICIENTE,18487,27-05-2021
3995,3996,2,1,REGULAR,52196,24-10-2023
3996,3997,1,1,DEFICIENTE,9269361,21-11-2023
3997,3998,4,5,EXCELENTE,18108,21-05-2021
3998,3999,5,5,EXCELENTE,18540,29-08-2022
3999,4000,4,4,EXCELENTE,17256,13-01-2023
4000,4001,4,3,MUY BUENO,5195695,29-08-2021
4001,4002,4,3,MUY BUENO,52040,02-11-2023
4002,4003,1,1,DEFICIENTE,5241175,27-02-2021
4003,4004,5,5,EXCELENTE,17297,22-03-2021
4004,4005,3,4,MUY BUENO,8775149,04-04-2022
4005,4006,1,1,DEFICIENTE,52108,07-06-2021
4006,4007,4,5,EXCELENTE,8799554,23-10-2021
4007,4008,3,4,MUY BUENO,18046,26-04-2021
4008,4009,3,4,MUY BUENO,17722,13-06-2023
4009,4010,4,3,MUY BUENO,16718,15-03-2021
4010,4011,2,3,ACEPTABLE,17069,30-03-2022
4011,4012,2,3,ACEPTABLE,18448,18-04-2023
4012,4013,3,3,MUY BUENO,17709,03-05-2021
4013,4014,3,3,MUY BUENO,18046,01-12-2021
4014,4015,3,4,MUY BUENO,18582,15-05-2023
4015,4016,1,1,DEFICIENTE,16872,04-07-2023
4016,4017,4,3,MUY BUENO,9492616,14-12-2021
4017,4018,4,3,MUY BUENO,18234,22-10-2023
4018,4019,4,4,EXCELENTE,5261893,12-02-2021
4019,4020,3,2,ACEPTABLE,18498,18-01-2022
4020,4021,1,1,DEFICIENTE,16746,24-01-2023
4021,4022,3,2,ACEPTABLE,5219922,11-06-2023
4022,4023,2,3,ACEPTABLE,17993,18-10-2023
4023,4024,1,2,REGULAR,17589,05-08-2023
4024,4025,2,2,ACEPTABLE,17942,23-03-2023
4025,4026,3,2,ACEPTABLE,17273,06-05-2022
4026,4027,2,3,ACEPTABLE,3568708,10-03-2021
4027,4028,4,5,EXCELENTE,17745,28-12-2022
4028,4029,5,5,EXCELENTE,18114,14-07-2023
4029,4030,5,5,EXCELENTE,17035,21-01-2023
4030,4031,5,5,EXCELENTE,7129038,05-12-2021
4031,4032,4,5,EXCELENTE,18435,13-05-2023
4032,4033,4,4,EXCELENTE,18438,18-12-2023
4033,4034,3,2,ACEPTABLE,7107693,08-09-2023
4034,4035,1,1,DEFICIENTE,18040,11-06-2022
4035,4036,4,5,EXCELENTE,17171,05-09-2022
4036,4037,2,1,REGULAR,17595,11-08-2021
4037,4038,3,2,ACEPTABLE,17688,25-09-2022
4038,4039,1,2,REGULAR,17980,21-02-2022
4039,4040,3,4,MUY BUENO,17149,24-05-2022
4040,4041,5,5,EXCELENTE,52123,09-09-2022
4041,4042,2,1,REGULAR,5071674,27-01-2023
4042,4043,4,4,EXCELENTE,17026,06-07-2023
4043,4044,2,2,ACEPTABLE,18393,01-04-2023
4044,4045,5,5,EXCELENTE,17670,19-06-2022
4045,4046,2,1,REGULAR,18612,30-01-2022
4046,4047,5,5,EXCELENTE,16769,04-01-2023
4047,4048,4,5,EXCELENTE,17247,10-05-2022
4048,4049,1,1,DEFICIENTE,9237483,19-02-2023
