_id,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
"-9052,00 MNT",2024-08-27T00:00:00Z,PREVENTIVO,BUENO,MALO,5224234,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9052
"-9053,00 MNT",2024-03-18T00:00:00Z,CORRECTIVO,MALO,BUENO,21331,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9053
"-9054,00 MNT",2024-08-30T00:00:00Z,PREVENTIVO,REGULAR,MALO,5658377,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9054
"-9055,00 MNT",2023-11-20T00:00:00Z,EMERGENCIA,MALO,MALO,5658260,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9055
"-9056,00 MNT",2024-04-09T00:00:00Z,EMERGENCIA,MALO,MALO,8971311,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9056
"-9057,00 MNT",2023-11-17T00:00:00Z,PREVENTIVO,MALO,BUENO,5239285,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9057
"-9058,00 MNT",2023-12-30T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,5237091,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9058
"-9059,00 MNT",2024-02-22T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,21931,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9059
"-9060,00 MNT",2024-02-03T00:00:00Z,CORRECTIVO,REGULAR,MALO,20591,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9060
"-9061,00 MNT",2024-01-16T00:00:00Z,PREVENTIVO,BUENO,REGULAR,58888,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9061
"-9062,00 MNT",2024-03-20T00:00:00Z,EMERGENCIA,MALO,REGULAR,9387196,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9062
"-9063,00 MNT",2024-07-19T00:00:00Z,PREVENTIVO,MALO,BUENO,20754,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9063
"-9064,00 MNT",2023-11-27T00:00:00Z,CORRECTIVO,MALO,MALO,3576570,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9064
"-9065,00 MNT",2024-10-05T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,7546129,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9065
"-9066,00 MNT",2023-12-07T00:00:00Z,EMERGENCIA,BUENO,REGULAR,5241046,QUEJA_USUARIO,"COMENTARIO_DESCONOCIDO_-9066,00 MNT"
"-9067,00 MNT",2024-07-06T00:00:00Z,PREVENTIVO,MALO,BUENO,21220,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9067
"-9068,00 MNT",2024-04-13T00:00:00Z,PREVENTIVO,MALO,REGULAR,33311,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9068
"-9069,00 MNT",2024-02-25T00:00:00Z,PREVENTIVO,BUENO,REGULAR,22072,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9069
"-9070,00 MNT",2024-04-15T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,58958,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9070
"-9071,00 MNT",2024-11-06T00:00:00Z,CORRECTIVO,REGULAR,BUENO,5658319,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9071
"-9072,00 MNT",2023-11-05T00:00:00Z,EMERGENCIA,MALO,REGULAR,451363,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9072
"-9073,00 MNT",2024-06-04T00:00:00Z,CORRECTIVO,BUENO,REGULAR,7246326,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9073
"-9074,00 MNT",2024-02-09T00:00:00Z,CORRECTIVO,REGULAR,BUENO,5238889,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9074
"-9075,00 MNT",2024-04-26T00:00:00Z,PREVENTIVO,MALO,REGULAR,58604,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9075
"-9076,00 MNT",2023-11-10T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,33369,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9076
"-9077,00 MNT",2024-08-14T00:00:00Z,PREVENTIVO,REGULAR,BUENO,33215,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9077
"-9078,00 MNT",2023-10-27T00:00:00Z,PREVENTIVO,BUENO,REGULAR,25660,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9078
"-9079,00 MNT",2023-11-27T00:00:00Z,EMERGENCIA,MALO,BUENO,4749953,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9079
"-9080,00 MNT",2024-04-27T00:00:00Z,PREVENTIVO,BUENO,BUENO,21652,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9080
"-9081,00 MNT",2024-06-28T00:00:00Z,EMERGENCIA,REGULAR,MALO,25040,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9081
"-9082,00 MNT",2024-10-10T00:00:00Z,CORRECTIVO,BUENO,BUENO,9424486,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9082
"-9083,00 MNT",2023-12-05T00:00:00Z,EMERGENCIA,MALO,REGULAR,7116448,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9083
"-9084,00 MNT",2024-08-26T00:00:00Z,CORRECTIVO,MALO,MALO,9049023,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9084
"-9085,00 MNT",2024-03-06T00:00:00Z,EMERGENCIA,MALO,REGULAR,20411,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9085
"-9086,00 MNT",2023-12-30T00:00:00Z,PREVENTIVO,REGULAR,BUENO,35137,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9086
"-9087,00 MNT",2024-08-08T00:00:00Z,EMERGENCIA,BUENO,REGULAR,21102,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9087
"-9088,00 MNT",2024-09-17T00:00:00Z,PREVENTIVO,BUENO,REGULAR,58092,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9088
"-9089,00 MNT",2024-01-04T00:00:00Z,CORRECTIVO,MALO,BUENO,6778079,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9089
"-9090,00 MNT",2023-03-11T00:00:00Z,CORRECTIVO,MALO,REGULAR,18783,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9090
"-9091,00 MNT",2024-06-30T00:00:00Z,PREVENTIVO,REGULAR,BUENO,7862416,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9091
"-9092,00 MNT",2024-09-29T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,58980,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9092
"-9093,00 MNT",2024-02-12T00:00:00Z,PREVENTIVO,BUENO,BUENO,8977285,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9093
"-9094,00 MNT",2023-12-14T00:00:00Z,PREVENTIVO,BUENO,MALO,18657,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9094
"-9095,00 MNT",2024-05-20T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,7172911,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9095
"-9096,00 MNT",2024-09-25T00:00:00Z,EMERGENCIA,BUENO,REGULAR,6777864,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9096
"-9097,00 MNT",2024-01-05T00:00:00Z,CORRECTIVO,BUENO,BUENO,4731198,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9097
"-9098,00 MNT",2024-02-25T00:00:00Z,EMERGENCIA,MALO,BUENO,8907108,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9098
"-9099,00 MNT",2024-10-07T00:00:00Z,PREVENTIVO,BUENO,MALO,9139377,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9099
"-9100,00 MNT",2023-12-31T00:00:00Z,PREVENTIVO,REGULAR,MALO,9224036,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9100
"-9101,00 MNT",2023-10-20T00:00:00Z,CORRECTIVO,MALO,BUENO,24815,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9101
"-9102,00 MNT",2024-04-24T00:00:00Z,CORRECTIVO,MALO,MALO,21540,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9102
"-9103,00 MNT",2024-07-15T00:00:00Z,EMERGENCIA,REGULAR,BUENO,58658,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9103
"-9104,00 MNT",2024-08-14T00:00:00Z,CORRECTIVO,MALO,REGULAR,20305,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9104
"-9105,00 MNT",2024-09-25T00:00:00Z,EMERGENCIA,BUENO,BUENO,35152,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9105
"-9106,00 MNT",2024-06-21T00:00:00Z,EMERGENCIA,BUENO,BUENO,25699,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9106
"-9107,00 MNT",2024-02-17T00:00:00Z,EMERGENCIA,BUENO,MALO,4991256,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9107
"-9108,00 MNT",2024-08-12T00:00:00Z,PREVENTIVO,REGULAR,BUENO,9446475,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9108
"-9109,00 MNT",2024-01-16T00:00:00Z,CORRECTIVO,BUENO,REGULAR,18657,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9109
"-9110,00 MNT",2024-07-10T00:00:00Z,CORRECTIVO,MALO,MALO,7247852,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9110
"-9111,00 MNT",2024-07-02T00:00:00Z,CORRECTIVO,REGULAR,MALO,33399,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9111
"-9112,00 MNT",2024-05-10T00:00:00Z,EMERGENCIA,MALO,REGULAR,9424277,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9112
"-9113,00 MNT",2023-10-27T00:00:00Z,EMERGENCIA,MALO,REGULAR,32653,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9113
"-9114,00 MNT",2024-09-04T00:00:00Z,CORRECTIVO,REGULAR,BUENO,8803004,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9114
"-9115,00 MNT",2024-07-24T00:00:00Z,EMERGENCIA,BUENO,REGULAR,33261,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9115
"-9116,00 MNT",2023-11-25T00:00:00Z,PREVENTIVO,BUENO,REGULAR,9290954,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9116
"-9117,00 MNT",2024-08-18T00:00:00Z,PREVENTIVO,BUENO,MALO,9402644,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9117
"-9118,00 MNT",2024-03-02T00:00:00Z,CORRECTIVO,REGULAR,BUENO,5158889,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9118
"-9119,00 MNT",2023-11-03T00:00:00Z,EMERGENCIA,MALO,BUENO,58390,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9119
"-9120,00 MNT",2024-01-07T00:00:00Z,CORRECTIVO,REGULAR,MALO,5239121,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9120
"-9121,00 MNT",2024-06-28T00:00:00Z,EMERGENCIA,MALO,MALO,5602454,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9121
"-9122,00 MNT",2024-01-06T00:00:00Z,PREVENTIVO,MALO,BUENO,34992,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9122
"-9123,00 MNT",2023-10-31T00:00:00Z,EMERGENCIA,MALO,BUENO,8803669,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9123
"-9124,00 MNT",2023-11-12T00:00:00Z,PREVENTIVO,REGULAR,BUENO,451323,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9124
"-9125,00 MNT",2024-03-27T00:00:00Z,PREVENTIVO,REGULAR,MALO,25001,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9125
"-9126,00 MNT",2024-06-22T00:00:00Z,EMERGENCIA,BUENO,REGULAR,22602,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9126
"-9127,00 MNT",2024-04-16T00:00:00Z,CORRECTIVO,BUENO,REGULAR,5224231,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9127
"-9128,00 MNT",2024-03-13T00:00:00Z,PREVENTIVO,BUENO,REGULAR,3573013,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9128
"-9129,00 MNT",2024-03-06T00:00:00Z,EMERGENCIA,BUENO,REGULAR,9288966,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9129
"-9130,00 MNT",2023-11-13T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,33739,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9130
"-9131,00 MNT",2024-06-01T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,7930211,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9131
"-9132,00 MNT",2024-06-26T00:00:00Z,EMERGENCIA,BUENO,MALO,53180,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9132
"-9133,00 MNT",2024-01-06T00:00:00Z,CORRECTIVO,BUENO,MALO,3576513,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9133
"-9134,00 MNT",2024-09-04T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,9248087,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9134
"-9135,00 MNT",2024-10-13T00:00:00Z,EMERGENCIA,MALO,BUENO,5658230,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9135
"-9136,00 MNT",2024-01-20T00:00:00Z,PREVENTIVO,MALO,BUENO,21509,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9136
"-9137,00 MNT",2024-04-14T00:00:00Z,EMERGENCIA,BUENO,REGULAR,22353,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9137
"-9138,00 MNT",2024-09-03T00:00:00Z,EMERGENCIA,MALO,BUENO,21710,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9138
"-9139,00 MNT",2024-07-02T00:00:00Z,EMERGENCIA,BUENO,MALO,9294210,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9139
"-9140,00 MNT",2024-05-15T00:00:00Z,CORRECTIVO,MALO,REGULAR,8907179,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9140
"-9141,00 MNT",2023-12-28T00:00:00Z,PREVENTIVO,MALO,BUENO,22601,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9141
"-9142,00 MNT",2024-01-04T00:00:00Z,EMERGENCIA,BUENO,BUENO,20294,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9142
"-9143,00 MNT",2024-03-21T00:00:00Z,EMERGENCIA,REGULAR,BUENO,58873,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9143
"-9144,00 MNT",2023-11-05T00:00:00Z,PREVENTIVO,MALO,MALO,9288656,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9144
"-9145,00 MNT",2024-10-12T00:00:00Z,EMERGENCIA,REGULAR,MALO,6878893,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9145
"-9146,00 MNT",2024-08-20T00:00:00Z,PREVENTIVO,REGULAR,MALO,59314,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9146
"-9147,00 MNT",2024-03-10T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,4794567,PREVENTIVO,"COMENTARIO_DESCONOCIDO_-9147,00 MNT"
"-9148,00 MNT",2024-09-19T00:00:00Z,EMERGENCIA,BUENO,REGULAR,9260078,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9148
"-9149,00 MNT",2024-10-06T00:00:00Z,CORRECTIVO,MALO,MALO,7897721,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9149
"-9150,00 MNT",2024-03-19T00:00:00Z,CORRECTIVO,BUENO,REGULAR,5220726,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9150
"-9151,00 MNT",2024-08-05T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,21828,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9151
"-9152,00 MNT",2024-05-12T00:00:00Z,EMERGENCIA,BUENO,REGULAR,7903885,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9152
"-9153,00 MNT",2024-07-28T00:00:00Z,PREVENTIVO,BUENO,BUENO,57991,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9153
"-9154,00 MNT",2024-04-12T00:00:00Z,PREVENTIVO,BUENO,MALO,58721,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9154
"-9155,00 MNT",2023-11-28T00:00:00Z,PREVENTIVO,BUENO,BUENO,33826,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9155
"-9156,00 MNT",2023-11-09T00:00:00Z,PREVENTIVO,MALO,REGULAR,9285425,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9156
"-9157,00 MNT",2024-06-08T00:00:00Z,EMERGENCIA,MALO,MALO,9288638,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9157
"-9158,00 MNT",2024-10-05T00:00:00Z,PREVENTIVO,MALO,MALO,34010,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9158
"-9159,00 MNT",2024-04-03T00:00:00Z,PREVENTIVO,BUENO,MALO,21493,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9159
"-9160,00 MNT",2024-09-23T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,34908,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9160
"-9161,00 MNT",2024-03-02T00:00:00Z,EMERGENCIA,MALO,BUENO,7890638,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9161
"-9162,00 MNT",2024-04-15T00:00:00Z,CORRECTIVO,REGULAR,BUENO,9049028,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9162
"-9163,00 MNT",2024-02-26T00:00:00Z,CORRECTIVO,BUENO,BUENO,19970,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9163
"-9164,00 MNT",2024-08-23T00:00:00Z,EMERGENCIA,REGULAR,MALO,59900,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9164
"-9165,00 MNT",2023-10-26T00:00:00Z,EMERGENCIA,MALO,REGULAR,9186827,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9165
"-9166,00 MNT",2023-12-31T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,9398257,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9166
"-9167,00 MNT",2024-04-19T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,19447,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9167
"-9168,00 MNT",2023-11-29T00:00:00Z,CORRECTIVO,MALO,REGULAR,34938,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9168
"-9169,00 MNT",2024-04-30T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,6778254,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9169
"-9170,00 MNT",2024-03-11T00:00:00Z,CORRECTIVO,MALO,MALO,8804541,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9170
"-9171,00 MNT",2024-06-30T00:00:00Z,EMERGENCIA,MALO,REGULAR,7928029,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9171
"-9172,00 MNT",2024-04-07T00:00:00Z,CORRECTIVO,MALO,BUENO,33741,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9172
"-9173,00 MNT",2024-01-05T00:00:00Z,PREVENTIVO,BUENO,REGULAR,9155797,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9173
"-9174,00 MNT",2024-05-04T00:00:00Z,EMERGENCIA,REGULAR,BUENO,7862172,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9174
"-9175,00 MNT",2024-04-17T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,7928141,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9175
"-9176,00 MNT",2023-11-01T00:00:00Z,EMERGENCIA,MALO,REGULAR,9288502,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9176
"-9177,00 MNT",2024-08-15T00:00:00Z,EMERGENCIA,BUENO,MALO,35066,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9177
"-9178,00 MNT",2024-10-07T00:00:00Z,CORRECTIVO,BUENO,REGULAR,52248,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9178
"-9179,00 MNT",2024-02-25T00:00:00Z,PREVENTIVO,MALO,REGULAR,4986595,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9179
"-9180,00 MNT",2023-11-12T00:00:00Z,CORRECTIVO,BUENO,MALO,5107844,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9180
"-9181,00 MNT",2024-06-07T00:00:00Z,CORRECTIVO,BUENO,REGULAR,3531318,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9181
"-9182,00 MNT",2024-05-28T00:00:00Z,PREVENTIVO,BUENO,REGULAR,19308,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9182
"-9183,00 MNT",2024-07-15T00:00:00Z,CORRECTIVO,REGULAR,MALO,5241065,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9183
"-9184,00 MNT",2023-11-23T00:00:00Z,CORRECTIVO,MALO,MALO,59741,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9184
"-9185,00 MNT",2024-02-26T00:00:00Z,EMERGENCIA,BUENO,BUENO,33178,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9185
"-9186,00 MNT",2024-04-15T00:00:00Z,PREVENTIVO,BUENO,MALO,7244104,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9186
"-9187,00 MNT",2024-07-18T00:00:00Z,PREVENTIVO,REGULAR,BUENO,5158973,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9187
"-9188,00 MNT",2023-12-05T00:00:00Z,EMERGENCIA,MALO,MALO,21262,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9188
"-9189,00 MNT",2024-02-08T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,6761367,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9189
"-9190,00 MNT",2024-04-15T00:00:00Z,CORRECTIVO,REGULAR,BUENO,35195,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9190
"-9191,00 MNT",2024-05-26T00:00:00Z,EMERGENCIA,BUENO,MALO,21231,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9191
"-9192,00 MNT",2024-09-16T00:00:00Z,PREVENTIVO,MALO,BUENO,32869,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9192
"-9193,00 MNT",2023-10-11T00:00:00Z,EMERGENCIA,BUENO,REGULAR,7896582,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9193
"-9194,00 MNT",2023-11-21T00:00:00Z,PREVENTIVO,REGULAR,BUENO,22146,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9194
"-9195,00 MNT",2023-12-06T00:00:00Z,EMERGENCIA,BUENO,BUENO,7126170,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9195
"-9196,00 MNT",2024-05-01T00:00:00Z,CORRECTIVO,MALO,REGULAR,9288658,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9196
"-9197,00 MNT",2024-05-29T00:00:00Z,EMERGENCIA,BUENO,REGULAR,59004,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9197
"-9198,00 MNT",2024-04-12T00:00:00Z,EMERGENCIA,MALO,BUENO,9237062,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9198
"-9199,00 MNT",2024-01-16T00:00:00Z,CORRECTIVO,MALO,REGULAR,21045,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9199
"-9200,00 MNT",2024-08-13T00:00:00Z,PREVENTIVO,BUENO,REGULAR,9184679,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9200
"-9201,00 MNT",2024-03-28T00:00:00Z,PREVENTIVO,REGULAR,BUENO,7144139,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9201
"-9202,00 MNT",2023-12-29T00:00:00Z,PREVENTIVO,BUENO,MALO,59866,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9202
"-9203,00 MNT",2024-02-12T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,5659375,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9203
"-9204,00 MNT",2024-04-11T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,7928009,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9204
"-9205,00 MNT",2023-12-17T00:00:00Z,EMERGENCIA,MALO,REGULAR,4784327,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9205
"-9206,00 MNT",2024-07-13T00:00:00Z,CORRECTIVO,MALO,BUENO,8804538,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9206
"-9207,00 MNT",2024-03-26T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,8891692,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9207
"-9208,00 MNT",2024-06-11T00:00:00Z,PREVENTIVO,MALO,BUENO,34008,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9208
"-9209,00 MNT",2024-09-01T00:00:00Z,EMERGENCIA,BUENO,BUENO,21850,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9209
"-9210,00 MNT",2024-01-18T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,9223734,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9210
